family,treatment,candidate,strategy,qualified,ndcg_at_10,improved_incumbent,consecutive_failures,variant,skill_digest,job_id,job_result_sha256,native_lock_sha256
embeddings,construction,candidate-006,semantic-context,True,0.6319043854152289,False,3,"{""chunking.buffer_size"": 4, ""chunking.strategy"": ""semantic""}",sha256:7efd292fb926b9ca9b31093342514107676ed506212d76b0c8473752c0ad193e,e6126585-6cfa-49b9-bf67-e3990fec3562,e49dd2523a61078de45f52904b2d913571fd1596d7be562bec49d48355970d9a,29693a99d09a786b338c4ea362b8bfacefee68a3bedf565a225cb0729a092a80
classical,construction,baseline,baseline,True,0.4434644291211766,False,0,{},sha256:0fb227d81f64ba9e930a0b720bc9b4133681ff236b45d622d390f8bb2c948746,75026e4d-ee0e-4e56-97b5-4c4eb391e4d3,accdbc59e540a88ac3e9801509fae7880adc2fae2b948df09d1cd5dc59e5f62f,f1f5b779da1784ccd645492efed8baf299b5051c9c1ee2e55ba47f820f6fa88e
classical,construction,candidate-001,length-normalization,True,0.44627512675453707,True,0,"{""bm25.b"": 0.25}",sha256:29aca5e603de2924e25ca86f170af51af1dbcaefbdd4a4a12447e46cb32a926a,2a3f8845-e4e2-47c0-97b8-e5a6a358b015,f994d42e1f4ab71eae1e102349d4abfed8dd193bba5c23d942ee11a956148a39,041c2254705d0c03e214330576258ff390ef9e475934f78fd4b21e3633f22ecd
classical,construction,candidate-002,length-normalization,True,0.41703716746762476,False,1,"{""bm25.b"": 0.0}",sha256:7af13cb8af842a1a2991d7efd5db02d3692b37b431c889b18b22d6875304a0f4,175e442a-07d1-4adb-8a70-e24ed81ab694,c0979a3bcb97740913ad392494cc245459e70b549319adde12ebc949cf5c9ef1,bec9d04e48f4c9c369f12c15cc6d7347b7445845bcce6b2e5c6ea6e892057eab
classical,construction,candidate-003,length-normalization,True,0.44843042295215757,True,0,"{""bm25.b"": 0.5}",sha256:edb7c905ea12d5db7cca58d14cddabf2fb6f471f217803b0b75abec7aa7de577,49bd5440-89b3-40fe-9cb7-acd639e69321,10b9ea1c06a843c5a5454b858782b3fd0aebf11acd807cd14f335d2f9024d4df,ec3eba4d70918084b5599ee1f153f79b199cdfd71a60cdc2ce6a20e939b21dd9
classical,construction,candidate-004,length-normalization,True,0.4581750361152096,True,0,"{""bm25.b"": 1.0}",sha256:4b9115f8abb2dbcead2b60a397521e4d38d5a32af58f27d0aed8fe5dae774ea3,95537121-ea37-4fe9-8743-28af15b9cf4a,c129f086a3b89e2e5d7eb5eaf709a7ca8cba15b2d35800f52dc673480bd2b0e6,e78199146763f7d71af87ab6d76d9c12b1245bd3b97cb8748364191e1a912def
classical,construction,candidate-005,bm25-saturation,True,0.44596211048325485,False,1,"{""bm25.k1"": 0.6}",sha256:0d7c1861c777d51edf0ae45c9eca3a8214dc543922c77dd5af6d2d358546609a,e58b6f29-06cc-42ad-ac12-bbbffdd63739,a726d2e99eb06475ab2cf43cb73fa44cd601534c22939c18c43b18ea7e5a1660,8e1fa3308a39313314d13832150ee2c6651503b1050eb2946c0077d497e86cb4
classical,construction,candidate-006,bm25-saturation,True,0.45748319911410834,False,2,"{""bm25.k1"": 2.0}",sha256:d449e90b9b8244e81d5c6fac69aded8514456087237f0817616c528a4db87248,381e6204-0f79-4b23-b40b-c4e43c76fda3,c6864f78a3759b3978af4d67bb52c73528e5a1bd08987bb5ac7a2dc584b61b39,1beae7b39d85180c7255107ff7eca7da083bb6e1feeb104a886b3a7545ce25e7
classical,construction,candidate-007,bm25-saturation,True,0.45748319911410834,False,3,"{""bm25.k1"": 3.0}",sha256:b259467f8475e617d5f12f956a8c90c614bfdb0b845d2477680e55083bfab35c,5cad6ac9-8ca1-4d90-b810-2e54e451cf36,220c710585655107e6381b309964542aaba038ae4c72c925e507c89c15ec330e,2b95cd3781ece9edb19136163d8af4ef90d1b75595097241c56334bf6d9fe255
classical,construction,candidate-008,title-weight,True,0.4581750361152096,False,1,"{""bm25.title_weight"": 4.0}",sha256:eab119b18ddd6f4d38f108eb8a89a896864c4b8c27f7ac5239ce715b094234bb,4b0d5ff7-5eca-458d-8854-36d56507a5e4,cc33af2a8e8b471e45ec77599e7157c6fb12aeb128f9df2d6aafb2213dbd1a2c,6e46fcbf4fa9db10b14c1579bc66a5eb4b0b8b7faf4593f4ea93d031d9c6b7fe
classical,construction,candidate-009,title-weight,True,0.4581750361152096,False,2,"{""bm25.title_weight"": 8.0}",sha256:ff3269b4c7318e02bd3f8f056e6c54df49c5e80f14ecf12ab4f479f356ecb65d,c13cab44-1804-4362-aaef-35e2dda2438c,29ce29c068c54a24c9fe8863b3d01c7d8a54d37009ed1199d1faa496f44fec7b,143ee39cafbfd05712b53aff63dd8e9142dac7ed47292e02624d21de8957f988
classical,construction,candidate-010,title-weight,True,0.4619505265709048,True,0,"{""bm25.title_weight"": 1.0}",sha256:23d8ad8e36d26c7de2069b61b1ea5bac32a58c7e095b764464330c9d2a45477e,e0d82157-cd81-4ea0-a9da-1257a18c0c8d,dc0d8a1b9f5420e2bc303a5725700b093311918b88e16230506afc303335f57f,4d2f66d5784d6348378f5d131500bcde9b2cc0e4e298597e1a7bcbdf80d91cc9
classical,construction,candidate-011,expansion-strength,True,0.44617728273161833,False,1,"{""expansion.association_weight"": 0.0, ""expansion.topic_weight"": 0.0}",sha256:0cb9b79377c97caf877cc6edc96666d4b4cafd115d81f68536f974e59129c39a,f3b5946f-a7b2-48e6-ad6f-3da52a32aadd,99bdf5a173ac6f7609883c73a227baa7715e2513e997cee85d4c7f45ba386f5f,8b91e351be396749358abad5020745a1976ea5f64932b33801da4470ac689066
classical,construction,candidate-012,expansion-strength,True,0.4581750361152096,False,2,"{""expansion.association_weight"": 0.175, ""expansion.topic_weight"": 0.1}",sha256:a253737d35a5c6e0ffafd50dc94763709fcae48f7a6bb343e8c3e647e2d80478,13e6df6f-a999-4d35-aba8-1c6d39b8703c,ee75b3640c46e414a2e6793bcd3a1aa9d722e62f403dd2a8281f7865fe63da84,67c241aa241ecf0fdca3b39736f4fbeae86cefb47e0d920b4607ed8ce836b7c7
classical,construction,candidate-013,expansion-strength,True,0.43533289493401756,False,3,"{""expansion.association_weight"": 0.7, ""expansion.topic_weight"": 0.4}",sha256:d5fb04c8180e88039e47e27bf14540bc4dc27dbf7c871fa5f7ceda084990355c,f2614b94-90ff-4157-885e-66511c2bce5b,a53706c168046cb10039e81e416beadc1f600ff54a80624be5f48c304fdb2f87,1e0d257b9256e185802f8327e8a32c12cd3d3f2dd2eeae481d6880f6f7d3230d
classical,construction,candidate-014,relevance-diversity,True,0.48205239960246027,True,0,"{""reranking.relevance_weight"": 1.0, ""reranking.source_novelty_weight"": 0.0, ""reranking.topic_novelty_weight"": 0.0}",sha256:8d97f28b9ff9c45528e8b03b373a7ba0c32c90ffb46c764f672f73abf04db62d,b8ff3f8e-8e38-4aa3-8e88-99698a787490,56075eef4ba688bdc052db1354c9da57df980d045e6e8eb0410793bad8a3a8b3,353cdd061aec801949adab5805b9c420006d2c0d92a2405f78df9c26f464ee98
classical,construction,candidate-015,relevance-diversity,True,0.47352289832862493,False,1,"{""reranking.relevance_weight"": 0.9, ""reranking.source_novelty_weight"": 0.04999999999999999, ""reranking.topic_novelty_weight"": 0.04999999999999999}",sha256:1d4a6797db89b72a8b990ae994d0d33198db624481621bba936e808ea774c46d,31371a9d-c6b9-46e1-af4c-f274372e1223,f0e2289ae292099dcb0ded333c8701a93f952aee1a2ca14421bc327dab46e45b,abcdd84de5d450a8f3f8d6b330e26a5fefc2d993ba74e8fc2f11ac3dfe924d61
classical,construction,candidate-016,relevance-diversity,True,0.4330053082337522,False,2,"{""reranking.relevance_weight"": 0.5, ""reranking.source_novelty_weight"": 0.25, ""reranking.topic_novelty_weight"": 0.25}",sha256:08dc64d88452f629505e886a4e91b7225ed4116a3854c051fd61157727b3def5,69a9df81-dfb0-4170-8c7f-de23f57f065d,d671ebac3c9d162c054a589391ec4bcdcbcd3c8e129601ec2c03e1331c1fc134,eb952c0e5036b225137ddf5b63f1c0f55a46ce5ee57b038d22c9566321a31be3
adaptive,construction,baseline,baseline,True,0.5068734091416912,False,0,{},sha256:0fb227d81f64ba9e930a0b720bc9b4133681ff236b45d622d390f8bb2c948746,baded534-e4e9-4623-b22e-76ee494dd295,656fd5269a3c64e312569ab163ca789c82dafc44b04a06e50805298dea09c0f1,b6fd80d0e2f5054de8813a7f1b38d38e72cb3dafbf385c2c840a91c585150d77
adaptive,construction,candidate-001,length-normalization,True,0.5057704507992754,False,1,"{""bm25.b"": 0.0}",sha256:a4ce263d4e873c4f928fca86fab883ef7b48dba36ce1be57ddfa037a3c540305,cda412eb-c4c4-4f3c-9c17-0760904c18a8,8c172520b00e88a54f8c25d6c8acf3e29c4fd3757b3fde632e82dafab1870415,f074d81c5019e81d6141c0deff8feaca36a74eefb6af6d6458f3b90c210fb36a
adaptive,construction,candidate-002,length-normalization,True,0.5154055533484039,True,0,"{""bm25.b"": 0.5}",sha256:ae04849a5bc333d58d403c00af11616fa87b7d0b6d53c395bf4248f5cf2e4126,d761a1e5-8e4e-4c48-9f93-ee9e6de1ae8b,413b4956f2c9260995f9fd0cfad575b21aeba16faac4974d3ad862f79b47efbf,b59c061022f25e3bead5edb31c588259734b849005156a194b446194c4ef6d57
adaptive,construction,candidate-003,length-normalization,True,0.5190448134260887,True,0,"{""bm25.b"": 1.0}",sha256:5e3ce0e497c336e6e7a10e203e44a649501a0dd30dbb5afcfad3aca9c7fa75a0,2e1bd9d4-30b8-470a-ba7e-e1c83a8dee9c,236c4c1137a25198a680238caf89972ac1efe4083e93983b0f193c83c1632ff3,2c8280228547d65dd36fae19143544cbfffc9d96d97d90eaefde3ca07b545f22
adaptive,construction,candidate-004,bm25-saturation,True,0.5103541402768769,False,1,"{""bm25.k1"": 0.6}",sha256:24223de7a17f7d567bb6191b87615b490626732bcf0cf03b529660097ca4ab9a,7fb0c1fe-2507-4e5d-849d-3b0568e00acd,5433dbc02613ca656946bd9d01548f076bc8cdd73523a5dd44efa8c11dae447d,39b88b9af20b4672f8ab93eead1604171111e31909790fc34042b2c43b5f8243
adaptive,construction,candidate-005,bm25-saturation,True,0.5184405711793014,False,2,"{""bm25.k1"": 2.0}",sha256:c95ee16261c08d789b10a9568cce09e94a99f2e0b556370c5d9b052b7ca34e1c,dc06e09d-e2fc-4208-a61e-ec206cd8267d,1bfc476daff75894d0bb1390c64b229afd45da23bd9bbf2645998aa80eeb131d,822393b9dbb2137c7e2144a8dcf69a2ee569699b0bce57f0f8f644ca3ac5c208
adaptive,construction,candidate-006,bm25-saturation,True,0.49850607101932515,False,3,"{""bm25.k1"": 3.0}",sha256:0cabe0f9ffa5a21c16aa1e7566d3f2929dc57e020f9e6959277cd5015176e195,b6a841d6-eb17-4c1a-aa0a-4cacb6684a68,26587d28f43cdddcc6bea8be018c06f56054a9a35fee1d0d538b5a69142de1e9,4a43da75c11b5f411c233865e277157b6e15ad1fed13f76e3ac545d0a08022c7
adaptive,construction,candidate-007,title-weight,True,0.5190448134260887,False,1,"{""bm25.title_weight"": 4.0}",sha256:e867f2babcdfa3283065ee29bdc805a8eb8b25475bb1d658ef7e48bff2628e82,ce67a2cc-ece8-4dd2-81d8-3feaa74742b9,40d6807d0360eabd6dd7ef8cdf8f7758219adf35b4f8c470db085681d47fb980,e75ec6da5fa71e6d7ea6ea6cf6db1deeeff57b223f682d4d1d14bc900425e6b1
adaptive,construction,candidate-008,title-weight,True,0.5190448134260887,False,2,"{""bm25.title_weight"": 8.0}",sha256:a55c43a758c8a0b883a54e3090f3f8c3bf64317f89de2433426f2bc0b1f4a953,e446a9aa-dacc-4aee-a2bf-6c6b773d46b8,a0f78a660704872f85c00e3730abe794356d9167ec95b224127a9a4335e54998,0a492b728528b3f77e0dbe0955b3641c6c8dce2f5a50a51dec51e8a0eab525dd
adaptive,construction,candidate-009,title-weight,True,0.5192943777684301,True,0,"{""bm25.title_weight"": 1.0}",sha256:d4c4612ec3d7f9fcf321e48dc9069b43cb208e4b45c8daecef88d9ee4382e574,4ad49438-dc56-41dd-b1bd-a946d55f5391,f3a2e0a93ca7caaaecaec1eb9fe2cbe04bd54fc1572653eda309b375dafea5d8,5e3160c31ea00e934dabc7889705a2228137b5bfc335d7058fe5dad0f4bf6c3b
adaptive,construction,candidate-010,expansion-strength,True,0.5164197986167101,False,1,"{""expansion.association_weight"": 0.0875, ""expansion.topic_weight"": 0.05}",sha256:f8dd60b4fb3924d17771a683ae5735f32d9efcc200c00166659fee1e0660c00b,252907b2-ae5c-49db-b291-7d3d12d62344,a84f1327d793c2482f101324b4e2a0a36df4993a5216cd5c9ff5da6e09a9e779,cffc477b310922d547e4fbc8588abc506dccf86c4978085845ddc22c1f3fe08f
adaptive,construction,candidate-011,expansion-strength,True,0.508191229134255,False,2,"{""expansion.association_weight"": 0.0, ""expansion.topic_weight"": 0.0}",sha256:6bfc3b02b26901130d0830b2be22fb403cc0cb773d676e9cd5efc026f9ee3555,7667d2f9-ae6a-4eae-b2b0-7c8cbc4382e9,9d7021d96092757dec64e729cc99b5d42a90104ba6fedbf8567f62bfd1503189,13a9cb4301ebd7a3581976e82434761659a33bb4d2616e61c35fb3b6d4e8e6f9
adaptive,construction,candidate-012,expansion-strength,True,0.5159277354905415,False,3,"{""expansion.association_weight"": 0.175, ""expansion.topic_weight"": 0.1}",sha256:162f3abf1d2db57cae2d4b4372ab45dfb457867b5b4505704daf935643e2b76b,4e4eaa6a-8fb0-43bf-9593-911113800e13,c23d38ec42abf3e582e71037310e5fbbf624fa94d5d159114f28032d9abb48c7,5145b7e92ccba47fbad305eb8f3d77aaa8f98dce249c02d1f46db4fd55179242
adaptive,construction,candidate-013,relevance-diversity,True,0.5862051635704519,True,0,"{""reranking.relevance_weight"": 1.0, ""reranking.source_novelty_weight"": 0.0, ""reranking.topic_novelty_weight"": 0.0}",sha256:3aabacd66c90f8b131c6b45639c38c655a3f28e4048814bb18bcd5ed08796453,e9b6e73c-2fb2-4688-88b7-3900dee9a583,d4d7d37a398dd42c31526438ebb1ceda76f60d6ff01ea4252f2d5bcc1816374e,a198dbbdecd722497eaacf41d3afa83f59f8899f9df80284b9d27b71a9025b7f
adaptive,construction,candidate-014,relevance-diversity,True,0.5632001956841676,False,1,"{""reranking.relevance_weight"": 0.9, ""reranking.source_novelty_weight"": 0.04999999999999999, ""reranking.topic_novelty_weight"": 0.04999999999999999}",sha256:ccf3ce93978e7a5529e5610cf543f33ce94002ac8be3b2b4463627eb080ec18c,18501cad-869d-4d11-8f97-dca9e8a3cf2f,7ce7c1a2f35f600b729ee6770581eaac7495eaf93241f5b280d036439f74b700,8929fe6b781cc1376870a3dd22be4afbfe79dcd31a63618b4c865c7ad8b06c52
adaptive,construction,candidate-015,relevance-diversity,True,0.46269293716630333,False,2,"{""reranking.relevance_weight"": 0.5, ""reranking.source_novelty_weight"": 0.25, ""reranking.topic_novelty_weight"": 0.25}",sha256:4348fd4f77b0adde2273f837eff4ee9482d19d7a3fb5910625e5033fd7ddd1dd,46dc18ca-c724-4006-af63-1b7c7e5962a4,f32c91232fb9d48c8987d7d32883643ae73b3e2a1d5802ecf0397cdbd17a83ef,977a986998ae3d5062a7ebcd8bd73f20ce93d12af5cb3d504a992fb66057c54f
adaptive,construction,candidate-016,aspect-allocation,True,0.5862051635704519,False,1,"{""adaptive.aspect_weight"": 0.0}",sha256:534d9fb66c62430cb5832692cbcdc947fd3124594ca0bced18bf707fc73090e6,88be7cd8-40e0-4a05-a363-c79229b2f6f8,d1194bd9a4897ef2b9e56af16b37e209833da937e9e324a15a49eed1d9ab4e38,6fe5886ee3ebf13439833bce45b5a35d929e55b36bd3bb7ee934cbfbc4d95bcd
adaptive,construction,candidate-017,aspect-allocation,True,0.5862051635704519,False,2,"{""adaptive.aspect_weight"": 0.5}",sha256:a28732a954dc50e1dd9f764c7fba438f33234b98862f3931930f8d4a9104206b,b777395a-b18c-4b7f-b7fb-2d475ace3c73,c02f7f2e313e45dcfa464979305ab770584f96bd1d7c78799d2d005ca140a65c,f3555b5decd280adb38789f88f21576fbfc457bf308949ff4e4e152d9d83e59f
adaptive,construction,candidate-018,aspect-allocation,True,0.5862051635704519,False,3,"{""adaptive.aspect_weight"": 1.0}",sha256:0c892488a83f9d0611a3a537570ed322a1972100d9376692be9f802374db1863,a938e4bc-2c4c-4ac8-ba19-ea1639a059db,b71591d48c29fe0f784bfe76eef16ce5fcb1a2401d53627f8c2b86117697c5f6,4c3db8460453580ad5eb5cca68855696c2a472d333607125cc0fabb20cb3ea47
entity-graph,construction,baseline,baseline,True,0.47275963568195856,False,0,{},sha256:0fb227d81f64ba9e930a0b720bc9b4133681ff236b45d622d390f8bb2c948746,9be5ec29-e661-4746-a67c-76553f3dc56e,4f0ba6d11029544940bf260ee3dcc0dca4f318beacefa1ca0a02b44f27a8ebe0,fac3af1d019d67ece75895608cf32354d4998e9bcc90b0a8f6dcaaa6702a7cc0
entity-graph,construction,candidate-001,length-normalization,True,0.47727963594864053,True,0,"{""bm25.b"": 0.0}",sha256:b45c557cd67edfb8543bb02fa7bd5524e69e4da71053f9dec4bf405b4c3c2027,f0c9a1ee-14c9-44c0-b233-5225c7064f41,b41cbaa9f36fae51e858a85e854f31b78bc92db9ad0d489204c14ba4a8650250,988863560c8e3eb32966e62481c64322c575b0503320fb49767ccc8dafc718bb
entity-graph,construction,candidate-002,length-normalization,True,0.4690309418599374,False,1,"{""bm25.b"": 0.5}",sha256:8c596fed6e5a404aca642a3092f096f8d2afa1cf177a5f7391282ef189b2d31e,7fe6945c-c1dd-452d-a745-94cd2c0c0ed6,2a705f96468d3d2655c12a25bb75e6894b97488acff4a13702bc769dd6b38651,72072c3cce3f9a6b4773042d0090787ee47e9a706a7edf262d2e86387736ed9d
entity-graph,construction,candidate-003,length-normalization,True,0.46879618401232237,False,2,"{""bm25.b"": 1.0}",sha256:3790bf34a8ade5360f21874b9ba408122dfaf59441fd9c420c09d4456c5837ed,0dc63ea7-24ab-43d6-8a20-dd0dfc08e851,df5a891f6f35ef77ec813ff22e8613e11fc095526cb02628812f3951dceef8de,85affc0ebff9d8d494080fc0afe7c23ceb9899b889fcb7c504ea80c06cb62b6a
entity-graph,construction,candidate-004,bm25-saturation,True,0.47727963594864053,False,1,"{""bm25.k1"": 0.6}",sha256:7743dd222d9c59db18e449e2dc4667240a779a66f1fa634cb3da4b5db3043c4b,627ecd9e-0887-4b52-9d20-89614294e348,8c04766b6fc934b5bcbd1663058bb363def3506157dc3ef3a1f5625f7eb8b7d6,9d59c4f4230bce964e8456d3833c3d9840820c04fb36e9c0cdcf699e8648053f
entity-graph,construction,candidate-005,bm25-saturation,True,0.47727963594864053,False,2,"{""bm25.k1"": 2.0}",sha256:388caf2724980c5d8e91e462e38a7e7109325bd1b1b106be63a2484115c0f584,90bc0594-d813-4d91-9cb4-6b66c8fd4948,20726c386c8b050d8183a388475498874eaf36efeaf3ac31239f7eb0ab51b1d3,6abdc2dcc54b4ca701e7250fa93c4dfe336fcf93cd124497fb6c54a1bba011cb
entity-graph,construction,candidate-006,bm25-saturation,True,0.47675519992766463,False,3,"{""bm25.k1"": 3.0}",sha256:497f57288c143d0a1a76a6143bc0b4bb80d735e2065d96720caf3050cf81852c,859c52a8-9028-416e-8cd6-c2ae22dd50a3,11adc528995df1ba39b24cf75475af5e3d4812b19ce1e31683400e2d1e03ac88,9df8b49c866e0d70b2a93a42774f3d2d6a9983c1fbf06c0b94a0c29eb3afaa6f
entity-graph,construction,candidate-007,graph-reach,True,0.47772634736233066,True,0,"{""query.max_hops"": 1}",sha256:e82db5af6041cffc7d169ee97446194fd277705ad8adfa121b12f74a5f35e5a3,563b25de-4348-4ca8-a080-2b7b86ebe849,709b113d77da9b115ddd6ac48ec5d9552a88a36e30dffa5a29054b91bcada984,8e7995288097808c56b5201896cf3e48672c10ada4a0fa69825e95390b469a5a
